tipo_vivienda;variación;periodo;total
Vivienda nueva;Variación en lo que va de año;2018T4;8,7
Vivienda nueva;Variación en lo que va de año;2018T3;4,6
Vivienda nueva;Variación en lo que va de año;2018T2;2,1
Vivienda nueva;Variación en lo que va de año;2018T1;1,5
Vivienda nueva;Variación en lo que va de año;2017T4;3,5
Vivienda nueva;Variación en lo que va de año;2017T3;3,3
Vivienda nueva;Variación en lo que va de año;2017T2;1,0
Vivienda nueva;Variación en lo que va de año;2017T1;1,4
Vivienda nueva;Variación en lo que va de año;2016T4;3,2
Vivienda nueva;Variación en lo que va de año;2016T3;5,9
Vivienda nueva;Variación en lo que va de año;2016T2;5,6
Vivienda nueva;Variación en lo que va de año;2016T1;2,5
Vivienda nueva;Variación en lo que va de año;2015T4;4,5
Vivienda nueva;Variación en lo que va de año;2015T3;7,2
Vivienda nueva;Variación en lo que va de año;2015T2;4,2
Vivienda nueva;Variación en lo que va de año;2015T1;1,7
Vivienda nueva;Variación en lo que va de año;2014T4;0,3
Vivienda nueva;Variación en lo que va de año;2014T3;3,0
Vivienda nueva;Variación en lo que va de año;2014T2;2,3
Vivienda nueva;Variación en lo que va de año;2014T1;0,2
Vivienda nueva;Variación en lo que va de año;2013T4;-12,0
Vivienda nueva;Variación en lo que va de año;2013T3;-10,1
Vivienda nueva;Variación en lo que va de año;2013T2;-10,9
Vivienda nueva;Variación en lo que va de año;2013T1;-9,4
Vivienda nueva;Variación en lo que va de año;2012T4;-11,4
Vivienda nueva;Variación en lo que va de año;2012T3;-12,0
Vivienda nueva;Variación en lo que va de año;2012T2;-8,6
Vivienda nueva;Variación en lo que va de año;2012T1;-6,6
Vivienda nueva;Variación en lo que va de año;2011T4;-8,5
Vivienda nueva;Variación en lo que va de año;2011T3;-3,1
Vivienda nueva;Variación en lo que va de año;2011T2;-3,3
Vivienda nueva;Variación en lo que va de año;2011T1;-1,2
Vivienda nueva;Variación en lo que va de año;2010T4;-1,3
Vivienda nueva;Variación en lo que va de año;2010T3;-2,4
Vivienda nueva;Variación en lo que va de año;2010T2;1,0
Vivienda nueva;Variación en lo que va de año;2010T1;-0,5
Vivienda nueva;Variación en lo que va de año;2009T4;-1,8
Vivienda nueva;Variación en lo que va de año;2009T3;0,1
Vivienda nueva;Variación en lo que va de año;2009T2;0,1
Vivienda nueva;Variación en lo que va de año;2009T1;0,5
Vivienda nueva;Variación en lo que va de año;2008T4;2,2
Vivienda nueva;Variación en lo que va de año;2008T3;1,6
Vivienda nueva;Variación en lo que va de año;2008T2;0,4
Vivienda nueva;Variación en lo que va de año;2008T1;0,3
Vivienda nueva;Variación en lo que va de año;2007T4;11,9
Vivienda nueva;Variación en lo que va de año;2007T3;9,7
Vivienda nueva;Variación en lo que va de año;2007T2;6,3
Vivienda nueva;Variación en lo que va de año;2007T1;2,8
Vivienda segunda mano;Índice;2023T2;127,441
Vivienda segunda mano;Índice;2023T1;125,375
Vivienda segunda mano;Índice;2022T4;124,963
Vivienda segunda mano;Índice;2022T3;125,782
Vivienda segunda mano;Índice;2022T2;125,191
Vivienda segunda mano;Índice;2022T1;122,005
Vivienda segunda mano;Índice;2021T4;120,030
Vivienda segunda mano;Índice;2021T3;118,359
Vivienda segunda mano;Índice;2021T2;117,505
Vivienda segunda mano;Índice;2021T1;113,674
Vivienda segunda mano;Índice;2020T4;112,672
Vivienda segunda mano;Índice;2020T3;112,420
Vivienda segunda mano;Índice;2020T2;113,380
Vivienda segunda mano;Índice;2020T1;111,274
Vivienda segunda mano;Índice;2019T4;111,059
Vivienda segunda mano;Índice;2019T3;110,528
Vivienda segunda mano;Índice;2019T2;109,312
Vivienda segunda mano;Índice;2019T1;106,872
Vivienda segunda mano;Índice;2018T4;106,324
Vivienda segunda mano;Índice;2018T3;106,987
Vivienda segunda mano;Índice;2018T2;104,435
Vivienda segunda mano;Índice;2018T1;103,446
Vivienda segunda mano;Índice;2017T4;103,627
Vivienda segunda mano;Índice;2017T3;102,550
Vivienda segunda mano;Índice;2017T2;100,399
Vivienda segunda mano;Índice;2017T1;101,461
Vivienda segunda mano;Índice;2016T4;101,321
Vivienda segunda mano;Índice;2016T3;101,524
Vivienda segunda mano;Índice;2016T2;100,330
Vivienda segunda mano;Índice;2016T1;100,121
Vivienda segunda mano;Índice;2015T4;99,614
Vivienda segunda mano;Índice;2015T3;102,174
Vivienda segunda mano;Índice;2015T2;100,688
Vivienda segunda mano;Índice;2015T1;97,523
Vivienda segunda mano;Índice;2014T4;99,099
Vivienda segunda mano;Índice;2014T3;98,726
Vivienda segunda mano;Índice;2014T2;99,946
Vivienda segunda mano;Índice;2014T1;97,445
Vivienda segunda mano;Índice;2013T4;99,655
Vivienda segunda mano;Índice;2013T3;100,868
Vivienda segunda mano;Índice;2013T2;103,838
Vivienda segunda mano;Índice;2013T1;103,844
Vivienda segunda mano;Índice;2012T4;112,041
Vivienda segunda mano;Índice;2012T3;112,043
Vivienda segunda mano;Índice;2012T2;118,491
Vivienda segunda mano;Índice;2012T1;122,016
Vivienda segunda mano;Índice;2011T4;129,886
Vivienda segunda mano;Índice;2011T3;136,908
Vivienda segunda mano;Índice;2011T2;140,581
Vivienda segunda mano;Índice;2011T1;143,033
Vivienda segunda mano;Índice;2010T4;151,093
Vivienda segunda mano;Índice;2010T3;146,958
Vivienda segunda mano;Índice;2010T2;152,054
Vivienda segunda mano;Índice;2010T1;148,808
Vivienda segunda mano;Índice;2009T4;152,018
Vivienda segunda mano;Índice;2009T3;150,107
Vivienda segunda mano;Índice;2009T2;149,371
Vivienda segunda mano;Índice;2009T1;148,628
Vivienda segunda mano;Índice;2008T4;149,659
Vivienda segunda mano;Índice;2008T3;153,188
Vivienda segunda mano;Índice;2008T2;156,177
Vivienda segunda mano;Índice;2008T1;159,466
Vivienda segunda mano;Índice;2007T4;159,401
Vivienda segunda mano;Índice;2007T3;163,043
Vivienda segunda mano;Índice;2007T2;161,254
Vivienda segunda mano;Índice;2007T1;155,572
Vivienda segunda mano;Variación trimestral;2023T2;1,6
Vivienda segunda mano;Variación trimestral;2023T1;0,3
Vivienda segunda mano;Variación trimestral;2022T4;-0,7
Vivienda segunda mano;Variación trimestral;2022T3;0,5
Vivienda segunda mano;Variación trimestral;2022T2;2,6
Vivienda segunda mano;Variación trimestral;2022T1;1,6
Vivienda segunda mano;Variación trimestral;2021T4;1,4
Vivienda segunda mano;Variación trimestral;2021T3;0,7
Vivienda segunda mano;Variación trimestral;2021T2;3,4
Vivienda segunda mano;Variación trimestral;2021T1;0,9
Vivienda segunda mano;Variación trimestral;2020T4;0,2
Vivienda segunda mano;Variación trimestral;2020T3;-0,8
Vivienda segunda mano;Variación trimestral;2020T2;1,9
Vivienda segunda mano;Variación trimestral;2020T1;0,2
Vivienda segunda mano;Variación trimestral;2019T4;0,5
Vivienda segunda mano;Variación trimestral;2019T3;1,1
Vivienda segunda mano;Variación trimestral;2019T2;2,3
Vivienda segunda mano;Variación trimestral;2019T1;0,5
Vivienda segunda mano;Variación trimestral;2018T4;-0,6
Vivienda segunda mano;Variación trimestral;2018T3;2,4
Vivienda segunda mano;Variación trimestral;2018T2;1,0
Vivienda segunda mano;Variación trimestral;2018T1;-0,2
Vivienda segunda mano;Variación trimestral;2017T4;1,1
Vivienda segunda mano;Variación trimestral;2017T3;2,1
Vivienda segunda mano;Variación trimestral;2017T2;-1,0
Vivienda segunda mano;Variación trimestral;2017T1;0,1
Vivienda segunda mano;Variación trimestral;2016T4;-0,2
Vivienda segunda mano;Variación trimestral;2016T3;1,2
Vivienda segunda mano;Variación trimestral;2016T2;0,2
Vivienda segunda mano;Variación trimestral;2016T1;0,5
Vivienda segunda mano;Variación trimestral;2015T4;-2,5
Vivienda segunda mano;Variación trimestral;2015T3;1,5
Vivienda segunda mano;Variación trimestral;2015T2;3,2
Vivienda segunda mano;Variación trimestral;2015T1;-1,6
Vivienda segunda mano;Variación trimestral;2014T4;0,4
Vivienda segunda mano;Variación trimestral;2014T3;-1,2
Vivienda segunda mano;Variación trimestral;2014T2;2,6
Vivienda segunda mano;Variación trimestral;2014T1;-2,2
Vivienda segunda mano;Variación trimestral;2013T4;-1,2
Vivienda segunda mano;Variación trimestral;2013T3;-2,9
Vivienda segunda mano;Variación trimestral;2013T2;0,0
Vivienda segunda mano;Variación trimestral;2013T1;-7,3
Vivienda segunda mano;Variación trimestral;2012T4;0,0
Vivienda segunda mano;Variación trimestral;2012T3;-5,4
Vivienda segunda mano;Variación trimestral;2012T2;-2,9
Vivienda segunda mano;Variación trimestral;2012T1;-6,1
Vivienda segunda mano;Variación trimestral;2011T4;-5,1
Vivienda segunda mano;Variación trimestral;2011T3;-2,6
Vivienda segunda mano;Variación trimestral;2011T2;-1,7
Vivienda segunda mano;Variación trimestral;2011T1;-5,3
Vivienda segunda mano;Variación trimestral;2010T4;2,8
Vivienda segunda mano;Variación trimestral;2010T3;-3,4
Vivienda segunda mano;Variación trimestral;2010T2;2,2
Vivienda segunda mano;Variación trimestral;2010T1;-2,1
Vivienda segunda mano;Variación trimestral;2009T4;1,3
Vivienda segunda mano;Variación trimestral;2009T3;0,5
Vivienda segunda mano;Variación trimestral;2009T2;0,5
Vivienda segunda mano;Variación trimestral;2009T1;-0,7
Vivienda segunda mano;Variación trimestral;2008T4;-2,3
Vivienda segunda mano;Variación trimestral;2008T3;-1,9
Vivienda segunda mano;Variación trimestral;2008T2;-2,1
Vivienda segunda mano;Variación trimestral;2008T1;0,0
Vivienda segunda mano;Variación trimestral;2007T4;-2,2
Vivienda segunda mano;Variación trimestral;2007T3;1,1
Vivienda segunda mano;Variación trimestral;2007T2;3,7
Vivienda segunda mano;Variación trimestral;2007T1;2,3
Vivienda segunda mano;Variación anual;2023T2;1,8
Vivienda segunda mano;Variación anual;2023T1;2,8
Vivienda segunda mano;Variación anual;2022T4;4,1
Vivienda segunda mano;Variación anual;2022T3;6,3
Vivienda segunda mano;Variación anual;2022T2;6,5
Vivienda segunda mano;Variación anual;2022T1;7,3
Vivienda segunda mano;Variación anual;2021T4;6,5
Vivienda segunda mano;Variación anual;2021T3;5,3
Vivienda segunda mano;Variación anual;2021T2;3,6
Vivienda segunda mano;Variación anual;2021T1;2,2
Vivienda segunda mano;Variación anual;2020T4;1,5
Vivienda segunda mano;Variación anual;2020T3;1,7
Vivienda segunda mano;Variación anual;2020T2;3,7
Vivienda segunda mano;Variación anual;2020T1;4,1
Vivienda segunda mano;Variación anual;2019T4;4,5
Vivienda segunda mano;Variación anual;2019T3;3,3
Vivienda segunda mano;Variación anual;2019T2;4,7
Vivienda segunda mano;Variación anual;2019T1;3,3
Vivienda segunda mano;Variación anual;2018T4;2,6
Vivienda segunda mano;Variación anual;2018T3;4,3
Vivienda segunda mano;Variación anual;2018T2;4,0
Vivienda segunda mano;Variación anual;2018T1;2,0
Vivienda segunda mano;Variación anual;2017T4;2,3
Vivienda segunda mano;Variación anual;2017T3;1,0
Vivienda segunda mano;Variación anual;2017T2;0,1
Vivienda segunda mano;Variación anual;2017T1;1,3
Vivienda segunda mano;Variación anual;2016T4;1,7
Vivienda segunda mano;Variación anual;2016T3;-0,6
Vivienda segunda mano;Variación anual;2016T2;-0,4
Vivienda segunda mano;Variación anual;2016T1;2,7
Vivienda segunda mano;Variación anual;2015T4;0,5
Vivienda segunda mano;Variación anual;2015T3;3,5
Vivienda segunda mano;Variación anual;2015T2;0,7
Vivienda segunda mano;Variación anual;2015T1;0,1
Vivienda segunda mano;Variación anual;2014T4;-0,6
Vivienda segunda mano;Variación anual;2014T3;-2,1
Vivienda segunda mano;Variación anual;2014T2;-3,7
Vivienda segunda mano;Variación anual;2014T1;-6,2
Vivienda segunda mano;Variación anual;2013T4;-11,1
Vivienda segunda mano;Variación anual;2013T3;-10,0
Vivienda segunda mano;Variación anual;2013T2;-12,4
Vivienda segunda mano;Variación anual;2013T1;-14,9
Vivienda segunda mano;Variación anual;2012T4;-13,7
Vivienda segunda mano;Variación anual;2012T3;-18,2
Vivienda segunda mano;Variación anual;2012T2;-15,7
Vivienda segunda mano;Variación anual;2012T1;-14,7
Vivienda segunda mano;Variación anual;2011T4;-14,0
Vivienda segunda mano;Variación anual;2011T3;-6,8
Vivienda segunda mano;Variación anual;2011T2;-7,5
Vivienda segunda mano;Variación anual;2011T1;-3,9
Vivienda segunda mano;Variación anual;2010T4;-0,6
Vivienda segunda mano;Variación anual;2010T3;-2,1
Vivienda segunda mano;Variación anual;2010T2;1,8
Vivienda segunda mano;Variación anual;2010T1;0,1
Vivienda segunda mano;Variación anual;2009T4;1,6
Vivienda segunda mano;Variación anual;2009T3;-2,0
Vivienda segunda mano;Variación anual;2009T2;-4,4
Vivienda segunda mano;Variación anual;2009T1;-6,8
Vivienda segunda mano;Variación anual;2008T4;-6,1
Vivienda segunda mano;Variación anual;2008T3;-6,0
Vivienda segunda mano;Variación anual;2008T2;-3,1
Vivienda segunda mano;Variación anual;2008T1;2,5
Vivienda segunda mano;Variación anual;2007T4;4,8
Vivienda segunda mano;Variación anual;2007T3;9,0
Vivienda segunda mano;Variación anual;2007T2;12,1
Vivienda segunda mano;Variación anual;2007T1;16,4
Vivienda segunda mano;Variación en lo que va de año;2023T2;2,0
Vivienda segunda mano;Variación en lo que va de año;2023T1;0,3
Vivienda segunda mano;Variación en lo que va de año;2022T4;4,1
Vivienda segunda mano;Variación en lo que va de año;2022T3;4,8
Vivienda segunda mano;Variación en lo que va de año;2022T2;4,3
Vivienda segunda mano;Variación en lo que va de año;2022T1;1,6
Vivienda segunda mano;Variación en lo que va de año;2021T4;6,5
Vivienda segunda mano;Variación en lo que va de año;2021T3;5,0
Vivienda segunda mano;Variación en lo que va de año;2021T2;4,3
Vivienda segunda mano;Variación en lo que va de año;2021T1;0,9
Vivienda segunda mano;Variación en lo que va de año;2020T4;1,5
Vivienda segunda mano;Variación en lo que va de año;2020T3;1,2
Vivienda segunda mano;Variación en lo que va de año;2020T2;2,1
Vivienda segunda mano;Variación en lo que va de año;2020T1;0,2
Vivienda segunda mano;Variación en lo que va de año;2019T4;4,5
Vivienda segunda mano;Variación en lo que va de año;2019T3;4,0
Vivienda segunda mano;Variación en lo que va de año;2019T2;2,8
Vivienda segunda mano;Variación en lo que va de año;2019T1;0,5
Vivienda segunda mano;Variación en lo que va de año;2018T4;2,6
Vivienda segunda mano;Variación en lo que va de año;2018T3;3,2
Vivienda segunda mano;Variación en lo que va de año;2018T2;0,8
Vivienda segunda mano;Variación en lo que va de año;2018T1;-0,2
Vivienda segunda mano;Variación en lo que va de año;2017T4;2,3
Vivienda segunda mano;Variación en lo que va de año;2017T3;1,2
Vivienda segunda mano;Variación en lo que va de año;2017T2;-0,9
Vivienda segunda mano;Variación en lo que va de año;2017T1;0,1
Vivienda segunda mano;Variación en lo que va de año;2016T4;1,7
Vivienda segunda mano;Variación en lo que va de año;2016T3;1,9
Vivienda segunda mano;Variación en lo que va de año;2016T2;0,7
Vivienda segunda mano;Variación en lo que va de año;2016T1;0,5
Vivienda segunda mano;Variación en lo que va de año;2015T4;0,5
Vivienda segunda mano;Variación en lo que va de año;2015T3;3,1
Vivienda segunda mano;Variación en lo que va de año;2015T2;1,6
Vivienda segunda mano;Variación en lo que va de año;2015T1;-1,6
Vivienda segunda mano;Variación en lo que va de año;2014T4;-0,6
Vivienda segunda mano;Variación en lo que va de año;2014T3;-0,9
Vivienda segunda mano;Variación en lo que va de año;2014T2;0,3
Vivienda segunda mano;Variación en lo que va de año;2014T1;-2,2
Vivienda segunda mano;Variación en lo que va de año;2013T4;-11,1
Vivienda segunda mano;Variación en lo que va de año;2013T3;-10,0
Vivienda segunda mano;Variación en lo que va de año;2013T2;-7,3
Vivienda segunda mano;Variación en lo que va de año;2013T1;-7,3
Vivienda segunda mano;Variación en lo que va de año;2012T4;-13,7
Vivienda segunda mano;Variación en lo que va de año;2012T3;-13,7
Vivienda segunda mano;Variación en lo que va de año;2012T2;-8,8
Vivienda segunda mano;Variación en lo que va de año;2012T1;-6,1
Vivienda segunda mano;Variación en lo que va de año;2011T4;-14,0
Vivienda segunda mano;Variación en lo que va de año;2011T3;-9,4
Vivienda segunda mano;Variación en lo que va de año;2011T2;-7,0
Vivienda segunda mano;Variación en lo que va de año;2011T1;-5,3
Vivienda segunda mano;Variación en lo que va de año;2010T4;-0,6
Vivienda segunda mano;Variación en lo que va de año;2010T3;-3,3
Vivienda segunda mano;Variación en lo que va de año;2010T2;0,0
Vivienda segunda mano;Variación en lo que va de año;2010T1;-2,1
Vivienda segunda mano;Variación en lo que va de año;2009T4;1,6
Vivienda segunda mano;Variación en lo que va de año;2009T3;0,3
Vivienda segunda mano;Variación en lo que va de año;2009T2;-0,2
Vivienda segunda mano;Variación en lo que va de año;2009T1;-0,7
Vivienda segunda mano;Variación en lo que va de año;2008T4;-6,1
Vivienda segunda mano;Variación en lo que va de año;2008T3;-3,9
Vivienda segunda mano;Variación en lo que va de año;2008T2;-2,0
Vivienda segunda mano;Variación en lo que va de año;2008T1;0,0
Vivienda segunda mano;Variación en lo que va de año;2007T4;4,8
Vivienda segunda mano;Variación en lo que va de año;2007T3;7,2
Vivienda segunda mano;Variación en lo que va de año;2007T2;6,0
Vivienda segunda mano;Variación en lo que va de año;2007T1;2,3
General;Índice;2023T2;162,183
General;Índice;2023T1;159,060
General;Índice;2022T4;158,300
General;Índice;2022T3;160,112
General;Índice;2022T2;157,098
General;Índice;2022T1;152,625
General;Índice;2021T4;149,462
General;Índice;2021T3;147,791
General;Índice;2021T2;141,694
General;Índice;2021T1;136,265
General;Índice;2020T4;136,398
General;Índice;2020T3;138,410
General;Índice;2020T2;134,061
General;Índice;2020T1;134,726
General;Índice;2019T4;133,139
General;Índice;2019T3;133,920
General;Índice;2019T2;128,181
General;Índice;2019T1;127,149
General;Índice;2018T4;126,178
General;Índice;2018T3;126,301
General;Índice;2018T2;121,782
General;Índice;2018T1;118,479
General;Índice;2017T4;118,636
General;Índice;2017T3;118,005
General;Índice;2017T2;112,337
General;Índice;2017T1;109,530
General;Índice;2016T4;108,090
General;Índice;2016T3;108,189
General;Índice;2016T2;104,630
General;Índice;2016T1;103,795
General;Índice;2015T4;102,261
General;Índice;2015T3;102,692
General;Índice;2015T2;99,624
General;Índice;2015T1;95,424
General;Índice;2014T4;95,569
General;Índice;2014T3;94,725
General;Índice;2014T2;92,815
General;Índice;2014T1;92,840
General;Índice;2013T4;94,876
General;Índice;2013T3;94,286
General;Índice;2013T2;92,472
General;Índice;2013T1;92,688
General;Índice;2012T4;98,472
General;Índice;2012T3;100,069
General;Índice;2012T2;101,737
General;Índice;2012T1;102,879
General;Índice;2011T4;111,130
General;Índice;2011T3;116,348
General;Índice;2011T2;119,621
General;Índice;2011T1;120,820
General;Índice;2010T4;123,202
General;Índice;2010T3;122,719
General;Índice;2010T2;124,473
General;Índice;2010T1;124,524
General;Índice;2009T4;124,886
General;Índice;2009T3;125,190
General;Índice;2009T2;127,041
General;Índice;2009T1;127,995
General;Índice;2008T4;132,299
General;Índice;2008T3;137,833
General;Índice;2008T2;140,641
General;Índice;2008T1;139,331
General;Índice;2007T4;141,156
General;Índice;2007T3;141,550
General;Índice;2007T2;138,926
General;Índice;2007T1;134,284
General;Variación trimestral;2023T2;2,0
General;Variación trimestral;2023T1;0,5
General;Variación trimestral;2022T4;-1,1
General;Variación trimestral;2022T3;1,9
General;Variación trimestral;2022T2;2,9
General;Variación trimestral;2022T1;2,1
General;Variación trimestral;2021T4;1,1
General;Variación trimestral;2021T3;4,3
General;Variación trimestral;2021T2;4,0
General;Variación trimestral;2021T1;-0,1
General;Variación trimestral;2020T4;-1,5
General;Variación trimestral;2020T3;3,2
General;Variación trimestral;2020T2;-0,5
General;Variación trimestral;2020T1;1,2
General;Variación trimestral;2019T4;-0,6
General;Variación trimestral;2019T3;4,5
General;Variación trimestral;2019T2;0,8
General;Variación trimestral;2019T1;0,8
General;Variación trimestral;2018T4;-0,1
General;Variación trimestral;2018T3;3,7
General;Variación trimestral;2018T2;2,8
General;Variación trimestral;2018T1;-0,1
General;Variación trimestral;2017T4;0,5
General;Variación trimestral;2017T3;5,0
General;Variación trimestral;2017T2;2,6
General;Variación trimestral;2017T1;1,3
General;Variación trimestral;2016T4;-0,1
General;Variación trimestral;2016T3;3,4
General;Variación trimestral;2016T2;0,8
General;Variación trimestral;2016T1;1,5
General;Variación trimestral;2015T4;-0,4
General;Variación trimestral;2015T3;3,1
General;Variación trimestral;2015T2;4,4
General;Variación trimestral;2015T1;-0,2
General;Variación trimestral;2014T4;0,9
General;Variación trimestral;2014T3;2,1
General;Variación trimestral;2014T2;0,0
General;Variación trimestral;2014T1;-2,1
General;Variación trimestral;2013T4;0,6
General;Variación trimestral;2013T3;2,0
General;Variación trimestral;2013T2;-0,2
General;Variación trimestral;2013T1;-5,9
General;Variación trimestral;2012T4;-1,6
General;Variación trimestral;2012T3;-1,6
General;Variación trimestral;2012T2;-1,1
General;Variación trimestral;2012T1;-7,4
General;Variación trimestral;2011T4;-4,5
General;Variación trimestral;2011T3;-2,7
General;Variación trimestral;2011T2;-1,0
General;Variación trimestral;2011T1;-1,9
General;Variación trimestral;2010T4;0,4
General;Variación trimestral;2010T3;-1,4
General;Variación trimestral;2010T2;0,0
General;Variación trimestral;2010T1;-0,3
General;Variación trimestral;2009T4;-0,2
General;Variación trimestral;2009T3;-1,5
General;Variación trimestral;2009T2;-0,7
General;Variación trimestral;2009T1;-3,3
General;Variación trimestral;2008T4;-4,0
General;Variación trimestral;2008T3;-2,0
General;Variación trimestral;2008T2;0,9
General;Variación trimestral;2008T1;-1,3
General;Variación trimestral;2007T4;-0,3
General;Variación trimestral;2007T3;1,9
General;Variación trimestral;2007T2;3,5
General;Variación trimestral;2007T1;2,0
General;Variación anual;2023T2;3,2
General;Variación anual;2023T1;4,2
General;Variación anual;2022T4;5,9
General;Variación anual;2022T3;8,3
General;Variación anual;2022T2;10,9
General;Variación anual;2022T1;12,0
General;Variación anual;2021T4;9,6
General;Variación anual;2021T3;6,8
General;Variación anual;2021T2;5,7
General;Variación anual;2021T1;1,1
General;Variación anual;2020T4;2,4
General;Variación anual;2020T3;3,4
General;Variación anual;2020T2;4,6
General;Variación anual;2020T1;6,0
General;Variación anual;2019T4;5,5
General;Variación anual;2019T3;6,0
General;Variación anual;2019T2;5,3
General;Variación anual;2019T1;7,3
General;Variación anual;2018T4;6,4
General;Variación anual;2018T3;7,0
General;Variación anual;2018T2;8,4
General;Variación anual;2018T1;8,2
General;Variación anual;2017T4;9,8
General;Variación anual;2017T3;9,1
General;Variación anual;2017T2;7,4
General;Variación anual;2017T1;5,5
General;Variación anual;2016T4;5,7
General;Variación anual;2016T3;5,4
General;Variación anual;2016T2;5,0
General;Variación anual;2016T1;8,8
General;Variación anual;2015T4;7,0
General;Variación anual;2015T3;8,4
General;Variación anual;2015T2;7,3
General;Variación anual;2015T1;2,8
General;Variación anual;2014T4;0,7
General;Variación anual;2014T3;0,5
General;Variación anual;2014T2;0,4
General;Variación anual;2014T1;0,2
General;Variación anual;2013T4;-3,7
General;Variación anual;2013T3;-5,8
General;Variación anual;2013T2;-9,1
General;Variación anual;2013T1;-9,9
General;Variación anual;2012T4;-11,4
General;Variación anual;2012T3;-14,0
General;Variación anual;2012T2;-15,0
General;Variación anual;2012T1;-14,8
General;Variación anual;2011T4;-9,8
General;Variación anual;2011T3;-5,2
General;Variación anual;2011T2;-3,9
General;Variación anual;2011T1;-3,0
General;Variación anual;2010T4;-1,3
General;Variación anual;2010T3;-2,0
General;Variación anual;2010T2;-2,0
General;Variación anual;2010T1;-2,7
General;Variación anual;2009T4;-5,6
General;Variación anual;2009T3;-9,2
General;Variación anual;2009T2;-9,7
General;Variación anual;2009T1;-8,1
General;Variación anual;2008T4;-6,3
General;Variación anual;2008T3;-2,6
General;Variación anual;2008T2;1,2
General;Variación anual;2008T1;3,8
General;Variación anual;2007T4;7,2
General;Variación anual;2007T3;10,1
General;Variación anual;2007T2;10,9
General;Variación anual;2007T1;13,6
General;Variación en lo que va de año;2023T2;2,5
General;Variación en lo que va de año;2023T1;0,5
General;Variación en lo que va de año;2022T4;5,9
General;Variación en lo que va de año;2022T3;7,1
General;Variación en lo que va de año;2022T2;5,1
General;Variación en lo que va de año;2022T1;2,1
General;Variación en lo que va de año;2021T4;9,6
General;Variación en lo que va de año;2021T3;8,4
General;Variación en lo que va de año;2021T2;3,9
General;Variación en lo que va de año;2021T1;-0,1
General;Variación en lo que va de año;2020T4;2,4
General;Variación en lo que va de año;2020T3;4,0
General;Variación en lo que va de año;2020T2;0,7
General;Variación en lo que va de año;2020T1;1,2
General;Variación en lo que va de año;2019T4;5,5
General;Variación en lo que va de año;2019T3;6,1
General;Variación en lo que va de año;2019T2;1,6
General;Variación en lo que va de año;2019T1;0,8
General;Variación en lo que va de año;2018T4;6,4
General;Variación en lo que va de año;2018T3;6,5
General;Variación en lo que va de año;2018T2;2,7
General;Variación en lo que va de año;2018T1;-0,1
General;Variación en lo que va de año;2017T4;9,8
General;Variación en lo que va de año;2017T3;9,2
General;Variación en lo que va de año;2017T2;3,9
General;Variación en lo que va de año;2017T1;1,3
General;Variación en lo que va de año;2016T4;5,7
General;Variación en lo que va de año;2016T3;5,8
General;Variación en lo que va de año;2016T2;2,3
General;Variación en lo que va de año;2016T1;1,5
General;Variación en lo que va de año;2015T4;7,0
General;Variación en lo que va de año;2015T3;7,5
General;Variación en lo que va de año;2015T2;4,2
General;Variación en lo que va de año;2015T1;-0,2
General;Variación en lo que va de año;2014T4;0,7
General;Variación en lo que va de año;2014T3;-0,2
General;Variación en lo que va de año;2014T2;-2,2
General;Variación en lo que va de año;2014T1;-2,1
General;Variación en lo que va de año;2013T4;-3,7
General;Variación en lo que va de año;2013T3;-4,3
General;Variación en lo que va de año;2013T2;-6,1
General;Variación en lo que va de año;2013T1;-5,9
General;Variación en lo que va de año;2012T4;-11,4
General;Variación en lo que va de año;2012T3;-10,0
General;Variación en lo que va de año;2012T2;-8,5
General;Variación en lo que va de año;2012T1;-7,4
General;Variación en lo que va de año;2011T4;-9,8
General;Variación en lo que va de año;2011T3;-5,6
General;Variación en lo que va de año;2011T2;-2,9
General;Variación en lo que va de año;2011T1;-1,9
General;Variación en lo que va de año;2010T4;-1,3
General;Variación en lo que va de año;2010T3;-1,7
General;Variación en lo que va de año;2010T2;-0,3
General;Variación en lo que va de año;2010T1;-0,3
General;Variación en lo que va de año;2009T4;-5,6
General;Variación en lo que va de año;2009T3;-5,4
General;Variación en lo que va de año;2009T2;-4,0
General;Variación en lo que va de año;2009T1;-3,3
General;Variación en lo que va de año;2008T4;-6,3
General;Variación en lo que va de año;2008T3;-2,4
General;Variación en lo que va de año;2008T2;-0,4
General;Variación en lo que va de año;2008T1;-1,3
General;Variación en lo que va de año;2007T4;7,2
General;Variación en lo que va de año;2007T3;7,5
General;Variación en lo que va de año;2007T2;5,5
General;Variación en lo que va de año;2007T1;2,0
Vivienda nueva;Índice;2023T2;178,772
Vivienda nueva;Índice;2023T1;176,211
Vivienda nueva;Índice;2022T4;171,050
Vivienda nueva;Índice;2022T3;169,497
Vivienda nueva;Índice;2022T2;166,714
Vivienda nueva;Índice;2022T1;164,502
Vivienda nueva;Índice;2021T4;160,667
Vivienda nueva;Índice;2021T3;155,844
Vivienda nueva;Índice;2021T2;147,838
Vivienda nueva;Índice;2021T1;147,196
Vivienda nueva;Índice;2020T4;150,176
Vivienda nueva;Índice;2020T3;145,381
Vivienda nueva;Índice;2020T2;134,967
Vivienda nueva;Índice;2020T1;139,228
Vivienda nueva;Índice;2019T4;134,602
Vivienda nueva;Índice;2019T3;130,300
Vivienda nueva;Índice;2019T2;124,378
Vivienda nueva;Índice;2019T1;126,037
