tipo_vivienda;variación;periodo;total
Vivienda nueva;Índice;2016T2;107,504
Vivienda nueva;Índice;2016T1;101,825
Vivienda nueva;Índice;2015T4;101,661
Vivienda nueva;Índice;2015T3;100,636
Vivienda nueva;Índice;2015T2;99,915
Vivienda nueva;Índice;2015T1;97,788
Vivienda nueva;Índice;2014T4;95,713
Vivienda nueva;Índice;2014T3;95,743
Vivienda nueva;Índice;2014T2;95,881
Vivienda nueva;Índice;2014T1;95,181
Vivienda nueva;Índice;2013T4;96,549
Vivienda nueva;Índice;2013T3;100,455
Vivienda nueva;Índice;2013T2;100,477
Vivienda nueva;Índice;2013T1;104,529
Vivienda nueva;Índice;2012T4;116,581
Vivienda nueva;Índice;2012T3;118,070
Vivienda nueva;Índice;2012T2;122,065
Vivienda nueva;Índice;2012T1;125,406
Vivienda nueva;Índice;2011T4;131,702
Vivienda nueva;Índice;2011T3;135,077
Vivienda nueva;Índice;2011T2;136,565
Vivienda nueva;Índice;2011T1;137,433
Vivienda nueva;Índice;2010T4;141,628
Vivienda nueva;Índice;2010T3;140,475
Vivienda nueva;Índice;2010T2;146,015
Vivienda nueva;Índice;2010T1;142,721
Vivienda nueva;Índice;2009T4;143,286
Vivienda nueva;Índice;2009T3;144,791
Vivienda nueva;Índice;2009T2;145,640
Vivienda nueva;Índice;2009T1;146,901
Vivienda nueva;Índice;2008T4;146,639
Vivienda nueva;Índice;2008T3;149,280
Vivienda nueva;Índice;2008T2;147,983
Vivienda nueva;Índice;2008T1;145,164
Vivienda nueva;Índice;2007T4;144,958
Vivienda nueva;Índice;2007T3;141,781
Vivienda nueva;Índice;2007T2;138,842
Vivienda nueva;Índice;2007T1;136,182
Vivienda nueva;Variación trimestral;2023T2;2,9
Vivienda nueva;Variación trimestral;2023T1;0,1
Vivienda nueva;Variación trimestral;2022T4;3,5
Vivienda nueva;Variación trimestral;2022T3;0,1
Vivienda nueva;Variación trimestral;2022T2;0,7
Vivienda nueva;Variación trimestral;2022T1;2,2
Vivienda nueva;Variación trimestral;2021T4;1,3
Vivienda nueva;Variación trimestral;2021T3;1,6
Vivienda nueva;Variación trimestral;2021T2;3,2
Vivienda nueva;Variación trimestral;2021T1;-1,2
Vivienda nueva;Variación trimestral;2020T4;-3,1
Vivienda nueva;Variación trimestral;2020T3;2,9
Vivienda nueva;Variación trimestral;2020T2;-0,6
Vivienda nueva;Variación trimestral;2020T1;0,3
Vivienda nueva;Variación trimestral;2019T4;1,3
Vivienda nueva;Variación trimestral;2019T3;0,7
Vivienda nueva;Variación trimestral;2019T2;0,9
Vivienda nueva;Variación trimestral;2019T1;6,7
Vivienda nueva;Variación trimestral;2018T4;0,1
Vivienda nueva;Variación trimestral;2018T3;3,5
Vivienda nueva;Variación trimestral;2018T2;0,8
Vivienda nueva;Variación trimestral;2018T1;5,4
Vivienda nueva;Variación trimestral;2017T4;-1,1
Vivienda nueva;Variación trimestral;2017T3;-0,6
Vivienda nueva;Variación trimestral;2017T2;0,3
Vivienda nueva;Variación trimestral;2017T1;3,0
Vivienda nueva;Variación trimestral;2016T4;-3,0
Vivienda nueva;Variación trimestral;2016T3;-0,3
Vivienda nueva;Variación trimestral;2016T2;5,6
Vivienda nueva;Variación trimestral;2016T1;0,2
Vivienda nueva;Variación trimestral;2015T4;1,0
Vivienda nueva;Variación trimestral;2015T3;0,7
Vivienda nueva;Variación trimestral;2015T2;2,2
Vivienda nueva;Variación trimestral;2015T1;2,2
Vivienda nueva;Variación trimestral;2014T4;0,0
Vivienda nueva;Variación trimestral;2014T3;-0,1
Vivienda nueva;Variación trimestral;2014T2;0,7
Vivienda nueva;Variación trimestral;2014T1;-1,4
Vivienda nueva;Variación trimestral;2013T4;-3,9
Vivienda nueva;Variación trimestral;2013T3;0,0
Vivienda nueva;Variación trimestral;2013T2;-3,9
Vivienda nueva;Variación trimestral;2013T1;-10,3
Vivienda nueva;Variación trimestral;2012T4;-1,3
Vivienda nueva;Variación trimestral;2012T3;-3,3
Vivienda nueva;Variación trimestral;2012T2;-2,7
Vivienda nueva;Variación trimestral;2012T1;-4,8
Vivienda nueva;Variación trimestral;2011T4;-2,5
Vivienda nueva;Variación trimestral;2011T3;-1,1
Vivienda nueva;Variación trimestral;2011T2;-0,6
Vivienda nueva;Variación trimestral;2011T1;-3,0
Vivienda nueva;Variación trimestral;2010T4;0,8
Vivienda nueva;Variación trimestral;2010T3;-3,8
Vivienda nueva;Variación trimestral;2010T2;2,3
Vivienda nueva;Variación trimestral;2010T1;-0,4
Vivienda nueva;Variación trimestral;2009T4;-1,0
Vivienda nueva;Variación trimestral;2009T3;-0,6
Vivienda nueva;Variación trimestral;2009T2;-0,9
Vivienda nueva;Variación trimestral;2009T1;0,2
Vivienda nueva;Variación trimestral;2008T4;-1,8
Vivienda nueva;Variación trimestral;2008T3;0,9
Vivienda nueva;Variación trimestral;2008T2;1,9
Vivienda nueva;Variación trimestral;2008T1;0,1
Vivienda nueva;Variación trimestral;2007T4;2,2
Vivienda nueva;Variación trimestral;2007T3;2,1
Vivienda nueva;Variación trimestral;2007T2;2,0
Vivienda nueva;Variación trimestral;2007T1;5,4
Vivienda nueva;Variación anual;2023T2;6,7
Vivienda nueva;Variación anual;2023T1;4,4
Vivienda nueva;Variación anual;2022T4;6,6
Vivienda nueva;Variación anual;2022T3;4,3
Vivienda nueva;Variación anual;2022T2;5,9
Vivienda nueva;Variación anual;2022T1;8,6
Vivienda nueva;Variación anual;2021T4;5,0
Vivienda nueva;Variación anual;2021T3;0,5
Vivienda nueva;Variación anual;2021T2;1,7
Vivienda nueva;Variación anual;2021T1;-2,1
Vivienda nueva;Variación anual;2020T4;-0,6
Vivienda nueva;Variación anual;2020T3;3,8
Vivienda nueva;Variación anual;2020T2;1,7
Vivienda nueva;Variación anual;2020T1;3,2
Vivienda nueva;Variación anual;2019T4;9,8
Vivienda nueva;Variación anual;2019T3;8,5
Vivienda nueva;Variación anual;2019T2;11,6
Vivienda nueva;Variación anual;2019T1;11,5
Vivienda nueva;Variación anual;2018T4;10,1
Vivienda nueva;Variación anual;2018T3;8,8
Vivienda nueva;Variación anual;2018T2;4,5
Vivienda nueva;Variación anual;2018T1;4,0
Vivienda nueva;Variación anual;2017T4;1,6
Vivienda nueva;Variación anual;2017T3;-0,4
Vivienda nueva;Variación anual;2017T2;0,0
Vivienda nueva;Variación anual;2017T1;5,2
Vivienda nueva;Variación anual;2016T4;2,3
Vivienda nueva;Variación anual;2016T3;6,5
Vivienda nueva;Variación anual;2016T2;7,6
Vivienda nueva;Variación anual;2016T1;4,1
Vivienda nueva;Variación anual;2015T4;6,2
Vivienda nueva;Variación anual;2015T3;5,1
Vivienda nueva;Variación anual;2015T2;4,2
Vivienda nueva;Variación anual;2015T1;2,7
Vivienda nueva;Variación anual;2014T4;-0,9
Vivienda nueva;Variación anual;2014T3;-4,7
Vivienda nueva;Variación anual;2014T2;-4,6
Vivienda nueva;Variación anual;2014T1;-8,9
Vivienda nueva;Variación anual;2013T4;-17,2
Vivienda nueva;Variación anual;2013T3;-14,9
Vivienda nueva;Variación anual;2013T2;-17,7
Vivienda nueva;Variación anual;2013T1;-16,6
Vivienda nueva;Variación anual;2012T4;-11,5
Vivienda nueva;Variación anual;2012T3;-12,6
Vivienda nueva;Variación anual;2012T2;-10,6
Vivienda nueva;Variación anual;2012T1;-8,8
Vivienda nueva;Variación anual;2011T4;-7,0
Vivienda nueva;Variación anual;2011T3;-3,8
Vivienda nueva;Variación anual;2011T2;-6,5
Vivienda nueva;Variación anual;2011T1;-3,7
Vivienda nueva;Variación anual;2010T4;-1,2
Vivienda nueva;Variación anual;2010T3;-3,0
Vivienda nueva;Variación anual;2010T2;0,3
Vivienda nueva;Variación anual;2010T1;-2,8
Vivienda nueva;Variación anual;2009T4;-2,3
Vivienda nueva;Variación anual;2009T3;-3,0
Vivienda nueva;Variación anual;2009T2;-1,6
Vivienda nueva;Variación anual;2009T1;1,2
Vivienda nueva;Variación anual;2008T4;1,2
Vivienda nueva;Variación anual;2008T3;5,3
Vivienda nueva;Variación anual;2008T2;6,6
Vivienda nueva;Variación anual;2008T1;6,6
Vivienda nueva;Variación anual;2007T4;12,2
Vivienda nueva;Variación anual;2007T3;13,7
Vivienda nueva;Variación anual;2007T2;15,3
Vivienda nueva;Variación anual;2007T1;18,2
Vivienda nueva;Variación en lo que va de año;2023T2;3,0
Vivienda nueva;Variación en lo que va de año;2023T1;0,1
Vivienda nueva;Variación en lo que va de año;2022T4;6,6
Vivienda nueva;Variación en lo que va de año;2022T3;3,0
Vivienda nueva;Variación en lo que va de año;2022T2;2,9
Vivienda nueva;Variación en lo que va de año;2022T1;2,2
Vivienda nueva;Variación en lo que va de año;2021T4;5,0
Vivienda nueva;Variación en lo que va de año;2021T3;3,7
Vivienda nueva;Variación en lo que va de año;2021T2;2,0
Vivienda nueva;Variación en lo que va de año;2021T1;-1,2
Vivienda nueva;Variación en lo que va de año;2020T4;-0,6
Vivienda nueva;Variación en lo que va de año;2020T3;2,5
Vivienda nueva;Variación en lo que va de año;2020T2;-0,3
Vivienda nueva;Variación en lo que va de año;2020T1;0,3
Vivienda nueva;Variación en lo que va de año;2019T4;9,8
Vivienda nueva;Variación en lo que va de año;2019T3;8,4
Vivienda nueva;Variación en lo que va de año;2019T2;7,7
Vivienda nueva;Variación en lo que va de año;2019T1;6,7
Vivienda nueva;Variación en lo que va de año;2018T4;10,1
Vivienda nueva;Variación en lo que va de año;2018T3;10,0
Vivienda nueva;Variación en lo que va de año;2018T2;6,3
Vivienda nueva;Variación en lo que va de año;2018T1;5,4
Vivienda nueva;Variación en lo que va de año;2017T4;1,6
Vivienda nueva;Variación en lo que va de año;2017T3;2,7
Vivienda nueva;Variación en lo que va de año;2017T2;3,4
Vivienda nueva;Variación en lo que va de año;2017T1;3,0
Vivienda nueva;Variación en lo que va de año;2016T4;2,3
Vivienda nueva;Variación en lo que va de año;2016T3;5,4
Vivienda nueva;Variación en lo que va de año;2016T2;5,7
Vivienda nueva;Variación en lo que va de año;2016T1;0,2
Vivienda nueva;Variación en lo que va de año;2015T4;6,2
Vivienda nueva;Variación en lo que va de año;2015T3;5,1
Vivienda nueva;Variación en lo que va de año;2015T2;4,4
Vivienda nueva;Variación en lo que va de año;2015T1;2,2
Vivienda nueva;Variación en lo que va de año;2014T4;-0,9
Vivienda nueva;Variación en lo que va de año;2014T3;-0,8
Vivienda nueva;Variación en lo que va de año;2014T2;-0,7
Vivienda nueva;Variación en lo que va de año;2014T1;-1,4
Vivienda nueva;Variación en lo que va de año;2013T4;-17,2
Vivienda nueva;Variación en lo que va de año;2013T3;-13,8
Vivienda nueva;Variación en lo que va de año;2013T2;-13,8
Vivienda nueva;Variación en lo que va de año;2013T1;-10,3
Vivienda nueva;Variación en lo que va de año;2012T4;-11,5
Vivienda nueva;Variación en lo que va de año;2012T3;-10,4
Vivienda nueva;Variación en lo que va de año;2012T2;-7,3
Vivienda nueva;Variación en lo que va de año;2012T1;-4,8
Vivienda nueva;Variación en lo que va de año;2011T4;-7,0
Vivienda nueva;Variación en lo que va de año;2011T3;-4,6
Vivienda nueva;Variación en lo que va de año;2011T2;-3,6
Vivienda nueva;Variación en lo que va de año;2011T1;-3,0
Vivienda nueva;Variación en lo que va de año;2010T4;-1,2
Vivienda nueva;Variación en lo que va de año;2010T3;-2,0
Vivienda nueva;Variación en lo que va de año;2010T2;1,9
Vivienda nueva;Variación en lo que va de año;2010T1;-0,4
Vivienda nueva;Variación en lo que va de año;2009T4;-2,3
Vivienda nueva;Variación en lo que va de año;2009T3;-1,3
Vivienda nueva;Variación en lo que va de año;2009T2;-0,7
Vivienda nueva;Variación en lo que va de año;2009T1;0,2
Vivienda nueva;Variación en lo que va de año;2008T4;1,2
Vivienda nueva;Variación en lo que va de año;2008T3;3,0
Vivienda nueva;Variación en lo que va de año;2008T2;2,1
Vivienda nueva;Variación en lo que va de año;2008T1;0,1
Vivienda nueva;Variación en lo que va de año;2007T4;12,2
Vivienda nueva;Variación en lo que va de año;2007T3;9,7
Vivienda nueva;Variación en lo que va de año;2007T2;7,4
Vivienda nueva;Variación en lo que va de año;2007T1;5,4
Vivienda segunda mano;Índice;2023T2;116,396
Vivienda segunda mano;Índice;2023T1;113,148
Vivienda segunda mano;Índice;2022T4;114,214
Vivienda segunda mano;Índice;2022T3;117,158
Vivienda segunda mano;Índice;2022T2;115,121
Vivienda segunda mano;Índice;2022T1;111,904
Vivienda segunda mano;Índice;2021T4;110,319
Vivienda segunda mano;Índice;2021T3;109,467
Vivienda segunda mano;Índice;2021T2;108,535
Vivienda segunda mano;Índice;2021T1;104,727
Vivienda segunda mano;Índice;2020T4;106,271
Vivienda segunda mano;Índice;2020T3;105,805
Vivienda segunda mano;Índice;2020T2;105,882
Vivienda segunda mano;Índice;2020T1;103,977
Vivienda segunda mano;Índice;2019T4;104,674
Vivienda segunda mano;Índice;2019T3;104,840
Vivienda segunda mano;Índice;2019T2;104,304
Vivienda segunda mano;Índice;2019T1;103,348
Vivienda segunda mano;Índice;2018T4;102,840
Vivienda segunda mano;Índice;2018T3;102,678
Vivienda segunda mano;Índice;2018T2;101,737
Vivienda segunda mano;Índice;2018T1;100,534
Vivienda segunda mano;Índice;2017T4;99,810
Vivienda segunda mano;Índice;2017T3;100,446
Vivienda segunda mano;Índice;2017T2;100,770
Vivienda segunda mano;Índice;2017T1;100,426
Vivienda segunda mano;Índice;2016T4;99,614
Vivienda segunda mano;Índice;2016T3;100,041
Vivienda segunda mano;Índice;2016T2;99,700
Vivienda segunda mano;Índice;2016T1;99,628
Vivienda segunda mano;Índice;2015T4;100,180
Vivienda segunda mano;Índice;2015T3;100,069
Vivienda segunda mano;Índice;2015T2;100,893
Vivienda segunda mano;Índice;2015T1;98,858
Vivienda segunda mano;Índice;2014T4;99,122
Vivienda segunda mano;Índice;2014T3;97,700
Vivienda segunda mano;Índice;2014T2;99,663
Vivienda segunda mano;Índice;2014T1;97,333
Vivienda segunda mano;Índice;2013T4;98,402
Vivienda segunda mano;Índice;2013T3;99,882
Vivienda segunda mano;Índice;2013T2;99,797
Vivienda segunda mano;Índice;2013T1;101,334
Vivienda segunda mano;Índice;2012T4;113,372
Vivienda segunda mano;Índice;2012T3;111,494
Vivienda segunda mano;Índice;2012T2;116,560
Vivienda segunda mano;Índice;2012T1;120,676
Vivienda segunda mano;Índice;2011T4;126,972
Vivienda segunda mano;Índice;2011T3;133,061
Vivienda segunda mano;Índice;2011T2;135,177
Vivienda segunda mano;Índice;2011T1;137,852
Vivienda segunda mano;Índice;2010T4;146,786
Vivienda segunda mano;Índice;2010T3;145,321
Vivienda segunda mano;Índice;2010T2;148,929
Vivienda segunda mano;Índice;2010T1;146,598
Vivienda segunda mano;Índice;2009T4;146,470
Vivienda segunda mano;Índice;2009T3;146,187
Vivienda segunda mano;Índice;2009T2;147,542
Vivienda segunda mano;Índice;2009T1;144,551
Vivienda segunda mano;Índice;2008T4;148,864
Vivienda segunda mano;Índice;2008T3;154,946
Vivienda segunda mano;Índice;2008T2;159,304
Vivienda segunda mano;Índice;2008T1;160,686
Vivienda segunda mano;Índice;2007T4;159,748
Vivienda segunda mano;Índice;2007T3;164,699
Vivienda segunda mano;Índice;2007T2;162,845
Vivienda segunda mano;Índice;2007T1;157,404
Vivienda segunda mano;Variación trimestral;2023T2;2,9
Vivienda segunda mano;Variación trimestral;2023T1;-0,9
Vivienda segunda mano;Variación trimestral;2022T4;-2,5
Vivienda segunda mano;Variación trimestral;2022T3;1,8
Vivienda segunda mano;Variación trimestral;2022T2;2,9
Vivienda segunda mano;Variación trimestral;2022T1;1,4
Vivienda segunda mano;Variación trimestral;2021T4;0,8
Vivienda segunda mano;Variación trimestral;2021T3;0,9
Vivienda segunda mano;Variación trimestral;2021T2;3,6
Vivienda segunda mano;Variación trimestral;2021T1;-1,5
Vivienda segunda mano;Variación trimestral;2020T4;0,4
Vivienda segunda mano;Variación trimestral;2020T3;-0,1
Vivienda segunda mano;Variación trimestral;2020T2;1,8
Vivienda segunda mano;Variación trimestral;2020T1;-0,7
Vivienda segunda mano;Variación trimestral;2019T4;-0,2
Vivienda segunda mano;Variación trimestral;2019T3;0,5
Vivienda segunda mano;Variación trimestral;2019T2;0,9
Vivienda segunda mano;Variación trimestral;2019T1;0,5
Vivienda segunda mano;Variación trimestral;2018T4;0,2
Vivienda segunda mano;Variación trimestral;2018T3;0,9
Vivienda segunda mano;Variación trimestral;2018T2;1,2
Vivienda segunda mano;Variación trimestral;2018T1;0,7
Vivienda segunda mano;Variación trimestral;2017T4;-0,6
Vivienda segunda mano;Variación trimestral;2017T3;-0,3
Vivienda segunda mano;Variación trimestral;2017T2;0,3
Vivienda segunda mano;Variación trimestral;2017T1;0,8
Vivienda segunda mano;Variación trimestral;2016T4;-0,4
Vivienda segunda mano;Variación trimestral;2016T3;0,3
Vivienda segunda mano;Variación trimestral;2016T2;0,1
Vivienda segunda mano;Variación trimestral;2016T1;-0,6
Vivienda segunda mano;Variación trimestral;2015T4;0,1
Vivienda segunda mano;Variación trimestral;2015T3;-0,8
Vivienda segunda mano;Variación trimestral;2015T2;2,1
Vivienda segunda mano;Variación trimestral;2015T1;-0,3
Vivienda segunda mano;Variación trimestral;2014T4;1,5
Vivienda segunda mano;Variación trimestral;2014T3;-2,0
Vivienda segunda mano;Variación trimestral;2014T2;2,4
Vivienda segunda mano;Variación trimestral;2014T1;-1,1
Vivienda segunda mano;Variación trimestral;2013T4;-1,5
Vivienda segunda mano;Variación trimestral;2013T3;0,1
Vivienda segunda mano;Variación trimestral;2013T2;-1,5
Vivienda segunda mano;Variación trimestral;2013T1;-10,6
Vivienda segunda mano;Variación trimestral;2012T4;1,7
Vivienda segunda mano;Variación trimestral;2012T3;-4,3
Vivienda segunda mano;Variación trimestral;2012T2;-3,4
Vivienda segunda mano;Variación trimestral;2012T1;-5,0
Vivienda segunda mano;Variación trimestral;2011T4;-4,6
Vivienda segunda mano;Variación trimestral;2011T3;-1,6
Vivienda segunda mano;Variación trimestral;2011T2;-1,9
Vivienda segunda mano;Variación trimestral;2011T1;-6,1
Vivienda segunda mano;Variación trimestral;2010T4;1,0
Vivienda segunda mano;Variación trimestral;2010T3;-2,4
Vivienda segunda mano;Variación trimestral;2010T2;1,6
Vivienda segunda mano;Variación trimestral;2010T1;0,1
Vivienda segunda mano;Variación trimestral;2009T4;0,2
Vivienda segunda mano;Variación trimestral;2009T3;-0,9
Vivienda segunda mano;Variación trimestral;2009T2;2,1
Vivienda segunda mano;Variación trimestral;2009T1;-2,9
Vivienda segunda mano;Variación trimestral;2008T4;-3,9
Vivienda segunda mano;Variación trimestral;2008T3;-2,7
Vivienda segunda mano;Variación trimestral;2008T2;-0,9
Vivienda segunda mano;Variación trimestral;2008T1;0,6
Vivienda segunda mano;Variación trimestral;2007T4;-3,0
Vivienda segunda mano;Variación trimestral;2007T3;1,1
Vivienda segunda mano;Variación trimestral;2007T2;3,5
Vivienda segunda mano;Variación trimestral;2007T1;3,5
Vivienda segunda mano;Variación anual;2023T2;1,1
Vivienda segunda mano;Variación anual;2023T1;1,1
Vivienda segunda mano;Variación anual;2022T4;3,5
Vivienda segunda mano;Variación anual;2022T3;7,0
Vivienda segunda mano;Variación anual;2022T2;6,1
Vivienda segunda mano;Variación anual;2022T1;6,9
Vivienda segunda mano;Variación anual;2021T4;3,8
Vivienda segunda mano;Variación anual;2021T3;3,5
Vivienda segunda mano;Variación anual;2021T2;2,5
Vivienda segunda mano;Variación anual;2021T1;0,7
Vivienda segunda mano;Variación anual;2020T4;1,5
Vivienda segunda mano;Variación anual;2020T3;0,9
Vivienda segunda mano;Variación anual;2020T2;1,5
Vivienda segunda mano;Variación anual;2020T1;0,6
Vivienda segunda mano;Variación anual;2019T4;1,8
Vivienda segunda mano;Variación anual;2019T3;2,1
Vivienda segunda mano;Variación anual;2019T2;2,5
Vivienda segunda mano;Variación anual;2019T1;2,8
Vivienda segunda mano;Variación anual;2018T4;3,0
Vivienda segunda mano;Variación anual;2018T3;2,2
Vivienda segunda mano;Variación anual;2018T2;1,0
Vivienda segunda mano;Variación anual;2018T1;0,1
Vivienda segunda mano;Variación anual;2017T4;0,2
Vivienda segunda mano;Variación anual;2017T3;0,4
Vivienda segunda mano;Variación anual;2017T2;1,1
Vivienda segunda mano;Variación anual;2017T1;0,8
Vivienda segunda mano;Variación anual;2016T4;-0,6
Vivienda segunda mano;Variación anual;2016T3;0,0
Vivienda segunda mano;Variación anual;2016T2;-1,2
Vivienda segunda mano;Variación anual;2016T1;0,8
Vivienda segunda mano;Variación anual;2015T4;1,1
Vivienda segunda mano;Variación anual;2015T3;2,4
Vivienda segunda mano;Variación anual;2015T2;1,2
Vivienda segunda mano;Variación anual;2015T1;1,6
Vivienda segunda mano;Variación anual;2014T4;0,7
Vivienda segunda mano;Variación anual;2014T3;-2,2
Vivienda segunda mano;Variación anual;2014T2;-0,1
Vivienda segunda mano;Variación anual;2014T1;-3,9
Vivienda segunda mano;Variación anual;2013T4;-13,2
Vivienda segunda mano;Variación anual;2013T3;-10,4
Vivienda segunda mano;Variación anual;2013T2;-14,4
Vivienda segunda mano;Variación anual;2013T1;-16,0
Vivienda segunda mano;Variación anual;2012T4;-10,7
Vivienda segunda mano;Variación anual;2012T3;-16,2
Vivienda segunda mano;Variación anual;2012T2;-13,8
Vivienda segunda mano;Variación anual;2012T1;-12,5
Vivienda segunda mano;Variación anual;2011T4;-13,5
Vivienda segunda mano;Variación anual;2011T3;-8,4
Vivienda segunda mano;Variación anual;2011T2;-9,2
Vivienda segunda mano;Variación anual;2011T1;-6,0
Vivienda segunda mano;Variación anual;2010T4;0,2
Vivienda segunda mano;Variación anual;2010T3;-0,6
Vivienda segunda mano;Variación anual;2010T2;0,9
Vivienda segunda mano;Variación anual;2010T1;1,4
Vivienda segunda mano;Variación anual;2009T4;-1,6
Vivienda segunda mano;Variación anual;2009T3;-5,7
Vivienda segunda mano;Variación anual;2009T2;-7,4
Vivienda segunda mano;Variación anual;2009T1;-10,0
Vivienda segunda mano;Variación anual;2008T4;-6,8
Vivienda segunda mano;Variación anual;2008T3;-5,9
Vivienda segunda mano;Variación anual;2008T2;-2,2
Vivienda segunda mano;Variación anual;2008T1;2,1
Vivienda segunda mano;Variación anual;2007T4;5,0
Vivienda segunda mano;Variación anual;2007T3;11,3
Vivienda segunda mano;Variación anual;2007T2;12,9
Vivienda segunda mano;Variación anual;2007T1;15,7
Vivienda segunda mano;Variación en lo que va de año;2023T2;1,9
Vivienda segunda mano;Variación en lo que va de año;2023T1;-0,9
Vivienda segunda mano;Variación en lo que va de año;2022T4;3,5
Vivienda segunda mano;Variación en lo que va de año;2022T3;6,2
Vivienda segunda mano;Variación en lo que va de año;2022T2;4,4
Vivienda segunda mano;Variación en lo que va de año;2022T1;1,4
Vivienda segunda mano;Variación en lo que va de año;2021T4;3,8
Vivienda segunda mano;Variación en lo que va de año;2021T3;3,0
Vivienda segunda mano;Variación en lo que va de año;2021T2;2,1
Vivienda segunda mano;Variación en lo que va de año;2021T1;-1,5
Vivienda segunda mano;Variación en lo que va de año;2020T4;1,5
Vivienda segunda mano;Variación en lo que va de año;2020T3;1,1
Vivienda segunda mano;Variación en lo que va de año;2020T2;1,2
Vivienda segunda mano;Variación en lo que va de año;2020T1;-0,7
Vivienda segunda mano;Variación en lo que va de año;2019T4;1,8
Vivienda segunda mano;Variación en lo que va de año;2019T3;1,9
Vivienda segunda mano;Variación en lo que va de año;2019T2;1,4
Vivienda segunda mano;Variación en lo que va de año;2019T1;0,5
Vivienda segunda mano;Variación en lo que va de año;2018T4;3,0
Vivienda segunda mano;Variación en lo que va de año;2018T3;2,9
Vivienda segunda mano;Variación en lo que va de año;2018T2;1,9
Vivienda segunda mano;Variación en lo que va de año;2018T1;0,7
Vivienda segunda mano;Variación en lo que va de año;2017T4;0,2
Vivienda segunda mano;Variación en lo que va de año;2017T3;0,8
Vivienda segunda mano;Variación en lo que va de año;2017T2;1,2
Vivienda segunda mano;Variación en lo que va de año;2017T1;0,8
Vivienda segunda mano;Variación en lo que va de año;2016T4;-0,6
Vivienda segunda mano;Variación en lo que va de año;2016T3;-0,1
Vivienda segunda mano;Variación en lo que va de año;2016T2;-0,5
Vivienda segunda mano;Variación en lo que va de año;2016T1;-0,6
Vivienda segunda mano;Variación en lo que va de año;2015T4;1,1
Vivienda segunda mano;Variación en lo que va de año;2015T3;1,0
Vivienda segunda mano;Variación en lo que va de año;2015T2;1,8
Vivienda segunda mano;Variación en lo que va de año;2015T1;-0,3
Vivienda segunda mano;Variación en lo que va de año;2014T4;0,7
Vivienda segunda mano;Variación en lo que va de año;2014T3;-0,7
Vivienda segunda mano;Variación en lo que va de año;2014T2;1,3
Vivienda segunda mano;Variación en lo que va de año;2014T1;-1,1
Vivienda segunda mano;Variación en lo que va de año;2013T4;-13,2
Vivienda segunda mano;Variación en lo que va de año;2013T3;-11,9
Vivienda segunda mano;Variación en lo que va de año;2013T2;-12,0
Vivienda segunda mano;Variación en lo que va de año;2013T1;-10,6
Vivienda segunda mano;Variación en lo que va de año;2012T4;-10,7
Vivienda segunda mano;Variación en lo que va de año;2012T3;-12,2
Vivienda segunda mano;Variación en lo que va de año;2012T2;-8,2
Vivienda segunda mano;Variación en lo que va de año;2012T1;-5,0
Vivienda segunda mano;Variación en lo que va de año;2011T4;-13,5
Vivienda segunda mano;Variación en lo que va de año;2011T3;-9,4
Vivienda segunda mano;Variación en lo que va de año;2011T2;-7,9
Vivienda segunda mano;Variación en lo que va de año;2011T1;-6,1
Vivienda segunda mano;Variación en lo que va de año;2010T4;0,2
Vivienda segunda mano;Variación en lo que va de año;2010T3;-0,8
Vivienda segunda mano;Variación en lo que va de año;2010T2;1,7
Vivienda segunda mano;Variación en lo que va de año;2010T1;0,1
Vivienda segunda mano;Variación en lo que va de año;2009T4;-1,6
Vivienda segunda mano;Variación en lo que va de año;2009T3;-1,8
Vivienda segunda mano;Variación en lo que va de año;2009T2;-0,9
Vivienda segunda mano;Variación en lo que va de año;2009T1;-2,9
Vivienda segunda mano;Variación en lo que va de año;2008T4;-6,8
Vivienda segunda mano;Variación en lo que va de año;2008T3;-3,0
Vivienda segunda mano;Variación en lo que va de año;2008T2;-0,3
Vivienda segunda mano;Variación en lo que va de año;2008T1;0,6
Vivienda segunda mano;Variación en lo que va de año;2007T4;5,0
Vivienda segunda mano;Variación en lo que va de año;2007T3;8,3
Vivienda segunda mano;Variación en lo que va de año;2007T2;7,1
Vivienda segunda mano;Variación en lo que va de año;2007T1;3,5
General;Índice;2023T2;156,147
General;Índice;2023T1;153,461
General;Índice;2022T4;152,647
General;Índice;2022T3;154,552
General;Índice;2022T2;151,314
General;Índice;2022T1;148,291
General;Índice;2021T4;144,743
General;Índice;2021T3;142,940
General;Índice;2021T2;141,133
General;Índice;2021T1;137,675
General;Índice;2020T4;136,461
General;Índice;2020T3;138,395
General;Índice;2020T2;136,693
General;Índice;2020T1;136,020
General;Índice;2019T4;135,113
General;Índice;2019T3;136,037
General;Índice;2019T2;133,590
General;Índice;2019T1;131,836
General;Índice;2018T4;130,708
General;Índice;2018T3;129,967
General;Índice;2018T2;127,004
General;Índice;2018T1;122,514
General;Índice;2017T4;120,858
General;Índice;2017T3;119,167
General;Índice;2017T2;116,165
General;Índice;2017T1;112,848
General;Índice;2016T4;109,666
General;Índice;2016T3;108,383
General;Índice;2016T2;106,291
General;Índice;2016T1;103,741
General;Índice;2015T4;102,068
General;Índice;2015T3;101,643
General;Índice;2015T2;100,740
General;Índice;2015T1;95,549
General;Índice;2014T4;96,421
General;Índice;2014T3;95,813
General;Índice;2014T2;95,514
General;Índice;2014T1;93,836
